Year,Month,Global,NH,SH,Day,Date
1933,3,-0.538,-0.82,0.027,15,1933-03-15
1933,4,-0.268,-0.359,-0.087,15,1933-04-15
1933,5,-0.218,-0.313,-0.028,15,1933-05-15
1933,6,-0.28,-0.314,-0.213,15,1933-06-15
1933,7,-0.029,0.195,-0.476,15,1933-07-15
1933,8,-0.016,0.148,-0.343,15,1933-08-15
1933,9,-0.103,-0.029,-0.251,15,1933-09-15
1933,10,-0.057,-0.027,-0.119,15,1933-10-15
1933,11,-0.413,-0.325,-0.59,15,1933-11-15
1933,12,-0.864,-0.917,-0.757,15,1933-12-15
1934,1,-0.08,-0.003,-0.235,15,1934-01-15
1934,2,0.298,0.796,-0.697,15,1934-02-15
1934,3,-0.434,-0.554,-0.195,15,1934-03-15
1934,4,-0.403,-0.381,-0.446,15,1934-04-15
1934,5,0.182,0.288,-0.031,15,1934-05-15
1934,6,-0.026,-0.006,-0.066,15,1934-06-15
1934,7,-0.004,0.023,-0.059,15,1934-07-15
1934,8,-0.025,-0.024,-0.025,15,1934-08-15
1934,9,-0.154,-0.135,-0.192,15,1934-09-15
1934,10,0.075,0.351,-0.477,15,1934-10-15
1934,11,0.279,0.64,-0.443,15,1934-11-15
1934,12,0.162,0.435,-0.384,15,1934-12-15
1935,1,-0.512,-0.608,-0.32,15,1935-01-15
1935,2,0.737,1.23,-0.249,15,1935-02-15
1935,3,-0.025,-0.018,-0.039,15,1935-03-15
1935,4,-0.596,-0.562,-0.663,15,1935-04-15
1935,5,-0.438,-0.465,-0.384,15,1935-05-15
1935,6,-0.177,-0.081,-0.369,15,1935-06-15
1935,7,-0.055,0.091,-0.347,15,1935-07-15
1935,8,-0.056,0.138,-0.445,15,1935-08-15
1935,9,-0.154,0.089,-0.638,15,1935-09-15
1935,10,0.148,0.366,-0.288,15,1935-10-15
1935,11,-0.534,-0.668,-0.268,15,1935-11-15
1935,12,-0.308,-0.341,-0.242,15,1935-12-15
1936,1,-0.494,-0.592,-0.296,15,1936-01-15
1936,2,-0.875,-1.18,-0.264,15,1936-02-15
1936,3,-0.473,-0.562,-0.296,15,1936-03-15
1936,4,-0.215,-0.199,-0.246,15,1936-04-15
1936,5,-0.16,-0.05,-0.38,15,1936-05-15
1936,6,-0.02,0.158,-0.377,15,1936-06-15
1936,7,0.298,0.361,0.171,15,1936-07-15
1936,8,0.122,0.192,-0.019,15,1936-08-15
1936,9,0.009,0.181,-0.336,15,1936-09-15
1936,10,0.085,0.163,-0.071,15,1936-10-15
1936,11,0.142,0.279,-0.131,15,1936-11-15
1936,12,0.198,0.428,-0.263,15,1936-12-15
1937,1,-0.013,0.218,-0.476,15,1937-01-15
1937,2,0.177,0.426,-0.319,15,1937-02-15
1937,3,-0.677,-0.861,-0.309,15,1937-03-15
1937,4,-0.292,-0.194,-0.488,15,1937-04-15
1937,5,-0.009,0.152,-0.332,15,1937-05-15
1937,6,0.096,0.229,-0.169,15,1937-06-15
1937,7,-0.02,0.224,-0.51,15,1937-07-15
1937,8,0.181,0.34,-0.136,15,1937-08-15
1937,9,0.258,0.494,-0.215,15,1937-09-15
1937,10,0.368,0.627,-0.151,15,1937-10-15
1937,11,0.266,0.329,0.14,15,1937-11-15
1937,12,-0.159,-0.164,-0.149,15,1937-12-15
1938,1,0.223,0.507,-0.344,15,1938-01-15
1938,2,0.168,0.422,-0.34,15,1938-02-15
1938,3,0.32,0.487,-0.014,15,1938-03-15
1938,4,0.406,0.607,0.004,15,1938-04-15
1938,5,0.054,-0.037,0.236,15,1938-05-15
1938,6,-0.049,-0.048,-0.051,15,1938-06-15
1938,7,0.087,0.186,-0.109,15,1938-07-15
1938,8,0.11,0.418,-0.505,15,1938-08-15
1938,9,0.287,0.49,-0.12,15,1938-09-15
1938,10,0.49,0.663,0.144,15,1938-10-15
1938,11,0.424,0.703,-0.136,15,1938-11-15
1938,12,-0.261,-0.38,-0.024,15,1938-12-15
1939,1,-0.04,-0.01,-0.102,15,1939-01-15
1939,2,0.023,0.205,-0.342,15,1939-02-15
1939,3,-0.504,-0.509,-0.495,15,1939-03-15
1939,4,-0.198,-0.067,-0.461,15,1939-04-15
1939,5,0.048,0.013,0.119,15,1939-05-15
1939,6,0.088,0.107,0.048,15,1939-06-15
1939,7,-0.022,0.155,-0.375,15,1939-07-15
1939,8,0.069,0.311,-0.415,15,1939-08-15
1939,9,-0.13,0.109,-0.608,15,1939-09-15
1939,10,-0.205,-0.12,-0.377,15,1939-10-15
1939,11,0.014,0.331,-0.621,15,1939-11-15
1939,12,0.749,1.33,-0.414,15,1939-12-15
1940,1,-0.556,-0.73,-0.206,15,1940-01-15
1940,2,-0.07,0.021,-0.252,15,1940-02-15
1940,3,-0.147,-0.191,-0.058,15,1940-03-15
1940,4,0.075,0.32,-0.416,15,1940-04-15
1940,5,-0.095,-0.017,-0.252,15,1940-05-15
1940,6,0.158,0.083,0.307,15,1940-06-15
1940,7,0.138,0.134,0.147,15,1940-07-15
1940,8,0.022,0.035,-0.005,15,1940-08-15
1940,9,0.173,0.246,0.027,15,1940-09-15
1940,10,0.025,0.098,-0.122,15,1940-10-15
1940,11,-0.0,0.171,-0.344,15,1940-11-15
1940,12,0.294,0.329,0.223,15,1940-12-15
1941,1,-0.211,-0.157,-0.317,15,1941-01-15
1941,2,0.151,0.302,-0.151,15,1941-02-15
1941,3,-0.347,-0.398,-0.243,15,1941-03-15
1941,4,-0.053,-0.096,0.035,15,1941-04-15
1941,5,0.009,0.014,-0.003,15,1941-05-15
1941,6,0.135,0.177,0.049,15,1941-06-15
1941,7,0.195,0.216,0.153,15,1941-07-15
1941,8,0.059,0.11,-0.043,15,1941-08-15
1941,9,-0.181,-0.066,-0.411,15,1941-09-15
1941,10,0.238,0.364,-0.015,15,1941-10-15
1941,11,-0.19,-0.264,-0.042,15,1941-11-15
1941,12,-0.164,-0.269,0.045,15,1941-12-15
1942,1,0.229,0.229,0.23,15,1942-01-15
1942,2,-0.352,-0.554,0.053,15,1942-02-15
1942,3,-0.329,-0.474,-0.038,15,1942-03-15
1942,4,-0.144,-0.194,-0.043,15,1942-04-15
1942,5,-0.078,-0.087,-0.061,15,1942-05-15
1942,6,0.086,0.14,-0.021,15,1942-06-15
1942,7,-0.111,-0.022,-0.289,15,1942-07-15
1942,8,-0.028,-0.136,0.188,15,1942-08-15
1942,9,0.101,0.127,0.05,15,1942-09-15
1942,10,0.091,0.325,-0.377,15,1942-10-15
1942,11,0.098,0.163,-0.032,15,1942-11-15
1942,12,0.038,0.165,-0.218,15,1942-12-15
1943,1,-0.377,-0.477,-0.177,15,1943-01-15
1943,2,0.291,0.531,-0.189,15,1943-02-15
1943,3,-0.201,-0.23,-0.144,15,1943-03-15
1943,4,0.211,0.429,-0.225,15,1943-04-15
1943,5,0.078,0.319,-0.404,15,1943-05-15
1943,6,-0.212,-0.136,-0.363,15,1943-06-15
1943,7,0.011,0.043,-0.052,15,1943-07-15
1943,8,-0.153,0.136,-0.733,15,1943-08-15
1943,9,0.055,0.192,-0.219,15,1943-09-15
1943,10,0.485,0.643,0.169,15,1943-10-15
1943,11,0.085,0.317,-0.38,15,1943-11-15
1943,12,0.271,0.462,-0.113,15,1943-12-15
1944,1,0.703,1.083,-0.057,15,1944-01-15
1944,2,0.258,0.514,-0.254,15,1944-02-15
1944,3,0.079,0.185,-0.133,15,1944-03-15
1944,4,-0.144,-0.094,-0.243,15,1944-04-15
1944,5,-0.04,0.185,-0.491,15,1944-05-15
1944,6,-0.049,-0.0,-0.147,15,1944-06-15
1944,7,0.053,0.035,0.088,15,1944-07-15
1944,8,0.141,0.133,0.156,15,1944-08-15
1944,9,0.388,0.437,0.289,15,1944-09-15
1944,10,0.343,0.46,0.108,15,1944-10-15
1944,11,0.023,0.004,0.06,15,1944-11-15
1944,12,-0.253,-0.394,0.027,15,1944-12-15
1945,1,-0.229,-0.334,-0.019,15,1945-01-15
1945,2,-0.36,-0.493,-0.095,15,1945-02-15
1945,3,-0.231,-0.261,-0.169,15,1945-03-15
1945,4,0.209,0.297,0.034,15,1945-04-15
1945,5,-0.254,-0.149,-0.465,15,1945-05-15
1945,6,-0.135,-0.062,-0.281,15,1945-06-15
1945,7,-0.225,-0.133,-0.409,15,1945-07-15
1945,8,0.386,0.349,0.461,15,1945-08-15
1945,9,0.132,0.195,0.004,15,1945-09-15
1945,10,0.137,0.3,-0.187,15,1945-10-15
1945,11,-0.17,-0.111,-0.287,15,1945-11-15
1945,12,-0.654,-0.828,-0.305,15,1945-12-15
1946,1,0.051,0.28,-0.407,15,1946-01-15
1946,2,-0.029,0.052,-0.191,15,1946-02-15
1946,3,-0.313,-0.23,-0.477,15,1946-03-15
1946,4,0.165,0.426,-0.357,15,1946-04-15
1946,5,-0.09,-0.152,0.034,15,1946-05-15
1946,6,-0.248,-0.163,-0.419,15,1946-06-15
1946,7,-0.018,-0.007,-0.039,15,1946-07-15
1946,8,-0.076,0.016,-0.261,15,1946-08-15
1946,9,0.025,0.078,-0.081,15,1946-09-15
1946,10,-0.175,-0.028,-0.471,15,1946-10-15
1946,11,-0.03,0.081,-0.252,15,1946-11-15
1946,12,-0.6,-0.746,-0.306,15,1946-12-15
1947,1,-0.222,-0.338,0.012,15,1947-01-15
1947,2,-0.226,-0.381,0.084,15,1947-02-15
1947,3,0.063,0.166,-0.144,15,1947-03-15
1947,4,0.123,0.293,-0.218,15,1947-04-15
1947,5,-0.039,-0.049,-0.02,15,1947-05-15
1947,6,0.004,-0.104,0.218,15,1947-06-15
1947,7,-0.069,-0.031,-0.145,15,1947-07-15
1947,8,0.04,0.116,-0.11,15,1947-08-15
1947,9,0.047,0.226,-0.312,15,1947-09-15
1947,10,0.478,0.872,-0.31,15,1947-10-15
1947,11,0.199,0.343,-0.091,15,1947-11-15
1947,12,-0.23,-0.102,-0.487,15,1947-12-15
1948,1,0.348,0.68,-0.317,15,1948-01-15
1948,2,-0.118,-0.048,-0.257,15,1948-02-15
1948,3,-0.417,-0.349,-0.553,15,1948-03-15
1948,4,-0.053,0.117,-0.394,15,1948-04-15
1948,5,0.141,0.321,-0.221,15,1948-05-15
1948,6,0.107,0.157,0.008,15,1948-06-15
1948,7,-0.094,-0.009,-0.264,15,1948-07-15
1948,8,-0.058,0.122,-0.42,15,1948-08-15
1948,9,0.005,0.109,-0.204,15,1948-09-15
1948,10,0.158,0.318,-0.161,15,1948-10-15
1948,11,0.033,0.287,-0.474,15,1948-11-15
1948,12,-0.315,-0.419,-0.106,15,1948-12-15
1949,1,0.26,0.486,-0.193,15,1949-01-15
1949,2,-0.403,-0.3,-0.61,15,1949-02-15
1949,3,-0.265,-0.196,-0.404,15,1949-03-15
1949,4,-0.184,0.016,-0.583,15,1949-04-15
1949,5,-0.169,-0.008,-0.493,15,1949-05-15
1949,6,-0.251,-0.207,-0.338,15,1949-06-15
1949,7,-0.21,-0.249,-0.133,15,1949-07-15
1949,8,-0.087,0.034,-0.33,15,1949-08-15
1949,9,-0.077,0.016,-0.264,15,1949-09-15
1949,10,0.128,0.309,-0.233,15,1949-10-15
1949,11,-0.011,0.122,-0.277,15,1949-11-15
1949,12,-0.265,-0.292,-0.212,15,1949-12-15
1950,1,-0.536,-0.599,-0.41,15,1950-01-15
1950,2,-0.448,-0.498,-0.347,15,1950-02-15
1950,3,-0.192,-0.111,-0.355,15,1950-03-15
1950,4,-0.325,-0.319,-0.336,15,1950-04-15
1950,5,-0.182,-0.1,-0.347,15,1950-05-15
1950,6,-0.095,-0.088,-0.108,15,1950-06-15
1950,7,-0.231,-0.294,-0.106,15,1950-07-15
1950,8,-0.312,-0.226,-0.484,15,1950-08-15
1950,9,-0.146,-0.077,-0.285,15,1950-09-15
1950,10,-0.204,-0.013,-0.585,15,1950-10-15
1950,11,-0.595,-0.615,-0.556,15,1950-11-15
1950,12,-0.313,-0.263,-0.411,15,1950-12-15
1951,1,-0.636,-0.652,-0.606,15,1951-01-15
1951,2,-0.813,-0.921,-0.597,15,1951-02-15
1951,3,-0.436,-0.607,-0.095,15,1951-03-15
1951,4,-0.074,0.091,-0.403,15,1951-04-15
1951,5,0.007,0.093,-0.166,15,1951-05-15
1951,6,-0.107,-0.101,-0.119,15,1951-06-15
1951,7,-0.086,-0.019,-0.22,15,1951-07-15
1951,8,0.115,0.29,-0.234,15,1951-08-15
1951,9,0.212,0.381,-0.127,15,1951-09-15
1951,10,0.178,0.321,-0.106,15,1951-10-15
1951,11,-0.052,-0.028,-0.099,15,1951-11-15
1951,12,0.349,0.608,-0.169,15,1951-12-15
1952,1,0.186,0.19,0.178,15,1952-01-15
1952,2,0.038,0.048,0.018,15,1952-02-15
1952,3,-0.402,-0.633,0.06,15,1952-03-15
1952,4,-0.017,0.088,-0.226,15,1952-04-15
1952,5,-0.023,0.062,-0.193,15,1952-05-15
1952,6,-0.008,0.149,-0.322,15,1952-06-15
1952,7,0.131,0.207,-0.02,15,1952-07-15
1952,8,0.085,0.087,0.08,15,1952-08-15
1952,9,0.146,0.205,0.026,15,1952-09-15
1952,10,-0.11,-0.114,-0.102,15,1952-10-15
1952,11,-0.425,-0.465,-0.346,15,1952-11-15
1952,12,-0.133,-0.135,-0.129,15,1952-12-15
1953,1,0.102,0.27,-0.236,15,1953-01-15
1953,2,0.183,0.404,-0.261,15,1953-02-15
1953,3,0.156,0.234,-0.002,15,1953-03-15
1953,4,0.293,0.497,-0.117,15,1953-04-15
1953,5,0.084,0.231,-0.212,15,1953-05-15
1953,6,0.192,0.342,-0.107,15,1953-06-15
1953,7,0.005,0.27,-0.525,15,1953-07-15
1953,8,0.17,0.261,-0.011,15,1953-08-15
1953,9,0.113,0.191,-0.044,15,1953-09-15
1953,10,0.2,0.394,-0.187,15,1953-10-15
1953,11,-0.025,-0.031,-0.012,15,1953-11-15
1953,12,0.234,0.356,-0.01,15,1953-12-15
1954,1,-0.491,-0.616,-0.242,15,1954-01-15
1954,2,-0.165,-0.155,-0.185,15,1954-02-15
1954,3,-0.322,-0.456,-0.055,15,1954-03-15
1954,4,-0.133,-0.097,-0.204,15,1954-04-15
1954,5,-0.232,-0.193,-0.309,15,1954-05-15
1954,6,-0.079,0.053,-0.341,15,1954-06-15
1954,7,-0.186,-0.093,-0.37,15,1954-07-15
1954,8,-0.052,0.049,-0.252,15,1954-08-15
1954,9,-0.01,0.142,-0.316,15,1954-09-15
1954,10,0.142,0.289,-0.152,15,1954-10-15
1954,11,0.317,0.559,-0.166,15,1954-11-15
1954,12,-0.151,-0.095,-0.261,15,1954-12-15
1955,1,0.408,0.68,-0.136,15,1955-01-15
1955,2,-0.202,-0.211,-0.184,15,1955-02-15
1955,3,-0.766,-0.925,-0.449,15,1955-03-15
1955,4,-0.302,-0.293,-0.319,15,1955-04-15
1955,5,-0.217,-0.14,-0.371,15,1955-05-15
1955,6,-0.082,-0.016,-0.213,15,1955-06-15
1955,7,-0.19,-0.055,-0.461,15,1955-07-15
1955,8,0.061,0.133,-0.082,15,1955-08-15
1955,9,-0.018,0.032,-0.117,15,1955-09-15
1955,10,0.041,0.204,-0.286,15,1955-10-15
1955,11,-0.422,-0.482,-0.303,15,1955-11-15
1955,12,-0.493,-0.502,-0.477,15,1955-12-15
1956,1,-0.309,-0.162,-0.605,15,1956-01-15
1956,2,-0.552,-0.628,-0.398,15,1956-02-15
1956,3,-0.527,-0.603,-0.374,15,1956-03-15
1956,4,-0.475,-0.512,-0.401,15,1956-04-15
1956,5,-0.455,-0.446,-0.473,15,1956-05-15
1956,6,-0.268,-0.25,-0.305,15,1956-06-15
1956,7,-0.245,-0.316,-0.105,15,1956-07-15
1956,8,-0.412,-0.409,-0.418,15,1956-08-15
1956,9,-0.4,-0.411,-0.378,15,1956-09-15
1956,10,-0.353,-0.385,-0.29,15,1956-10-15
1956,11,-0.418,-0.437,-0.38,15,1956-11-15
1956,12,-0.291,-0.263,-0.348,15,1956-12-15
1957,1,-0.214,-0.196,-0.251,15,1957-01-15
1957,2,-0.208,-0.193,-0.237,15,1957-02-15
1957,3,-0.362,-0.484,-0.117,15,1957-03-15
1957,4,-0.078,-0.162,0.091,15,1957-04-15
1957,5,-0.106,-0.228,0.138,15,1957-05-15
1957,6,0.078,0.053,0.126,15,1957-06-15
1957,7,-0.172,-0.032,-0.454,15,1957-07-15
1957,8,0.076,0.107,0.014,15,1957-08-15
1957,9,0.064,0.12,-0.048,15,1957-09-15
1957,10,-0.052,-0.064,-0.028,15,1957-10-15
1957,11,0.108,0.056,0.212,15,1957-11-15
1957,12,0.189,0.224,0.119,15,1957-12-15
1958,1,0.527,0.746,0.088,15,1958-01-15
1958,2,0.215,0.231,0.183,15,1958-02-15
1958,3,-0.009,-0.099,0.171,15,1958-03-15
1958,4,-0.049,-0.158,0.169,15,1958-04-15
1958,5,0.03,-0.026,0.14,15,1958-05-15
1958,6,-0.146,-0.111,-0.214,15,1958-06-15
1958,7,0.026,-0.085,0.249,15,1958-07-15
1958,8,-0.073,0.089,-0.397,15,1958-08-15
1958,9,-0.106,-0.002,-0.315,15,1958-09-15
1958,10,0.012,0.005,0.027,15,1958-10-15
1958,11,0.011,-0.032,0.096,15,1958-11-15
1958,12,-0.045,0.114,-0.362,15,1958-12-15
1959,1,0.085,0.232,-0.21,15,1959-01-15
1959,2,0.084,0.167,-0.084,15,1959-02-15
1959,3,0.163,0.223,0.044,15,1959-03-15
1959,4,0.072,0.129,-0.043,15,1959-04-15
1959,5,-0.102,-0.047,-0.211,15,1959-05-15
1959,6,0.093,0.137,0.006,15,1959-06-15
1959,7,0.02,-0.02,0.099,15,1959-07-15
1959,8,0.001,0.091,-0.18,15,1959-08-15
1959,9,0.009,0.149,-0.271,15,1959-09-15
1959,10,-0.115,-0.111,-0.123,15,1959-10-15
1959,11,-0.087,-0.116,-0.028,15,1959-11-15
1959,12,-0.002,0.038,-0.081,15,1959-12-15
1960,1,0.054,0.113,-0.065,15,1960-01-15
1960,2,0.351,0.598,-0.143,15,1960-02-15
1960,3,-0.723,-0.862,-0.443,15,1960-03-15
1960,4,-0.341,-0.343,-0.337,15,1960-04-15
1960,5,-0.243,-0.061,-0.606,15,1960-05-15
1960,6,0.051,0.245,-0.336,15,1960-06-15
1960,7,-0.074,0.042,-0.307,15,1960-07-15
1960,8,0.004,0.088,-0.164,15,1960-08-15
1960,9,0.079,0.128,-0.018,15,1960-09-15
1960,10,0.025,-0.006,0.088,15,1960-10-15
1960,11,-0.226,-0.21,-0.259,15,1960-11-15
1960,12,0.339,0.542,-0.067,15,1960-12-15
1961,1,0.037,0.107,-0.103,15,1961-01-15
1961,2,0.193,0.338,-0.096,15,1961-02-15
1961,3,-0.013,0.071,-0.181,15,1961-03-15
1961,4,0.12,0.134,0.092,15,1961-04-15
1961,5,0.096,0.043,0.201,15,1961-05-15
1961,6,0.11,0.178,-0.026,15,1961-06-15
1961,7,-0.021,0.004,-0.07,15,1961-07-15
1961,8,-0.014,-0.003,-0.035,15,1961-08-15
1961,9,0.068,-0.046,0.298,15,1961-09-15
1961,10,-0.008,-0.162,0.299,15,1961-10-15
1961,11,0.056,0.078,0.012,15,1961-11-15
1961,12,-0.221,-0.266,-0.131,15,1961-12-15
1962,1,0.151,0.33,-0.208,15,1962-01-15
1962,2,0.224,0.41,-0.148,15,1962-02-15
1962,3,0.059,0.128,-0.081,15,1962-03-15
1962,4,0.058,0.202,-0.232,15,1962-04-15
1962,5,-0.143,-0.026,-0.378,15,1962-05-15
1962,6,-0.107,-0.274,0.226,15,1962-06-15
1962,7,-0.044,0.073,-0.278,15,1962-07-15
1962,8,-0.077,-0.029,-0.172,15,1962-08-15
1962,9,-0.03,-0.091,0.092,15,1962-09-15
1962,10,0.117,0.196,-0.04,15,1962-10-15
1962,11,0.129,0.119,0.15,15,1962-11-15
1962,12,0.028,0.098,-0.113,15,1962-12-15
1963,1,-0.043,0.07,-0.267,15,1963-01-15
1963,2,0.359,0.596,-0.115,15,1963-02-15
1963,3,-0.378,-0.447,-0.241,15,1963-03-15
1963,4,-0.209,-0.136,-0.353,15,1963-04-15
1963,5,-0.191,-0.174,-0.223,15,1963-05-15
1963,6,-0.116,-0.162,-0.024,15,1963-06-15
1963,7,0.035,0.036,0.033,15,1963-07-15
1963,8,0.076,0.065,0.097,15,1963-08-15
1963,9,0.148,0.117,0.211,15,1963-09-15
1963,10,0.355,0.553,-0.042,15,1963-10-15
1963,11,0.226,0.471,-0.264,15,1963-11-15
1963,12,-0.087,-0.092,-0.075,15,1963-12-15
1964,1,-0.107,-0.131,-0.06,15,1964-01-15
1964,2,-0.222,-0.308,-0.05,15,1964-02-15
1964,3,-0.544,-0.769,-0.094,15,1964-03-15
1964,4,-0.433,-0.517,-0.264,15,1964-04-15
1964,5,-0.274,-0.191,-0.441,15,1964-05-15
1964,6,-0.216,-0.183,-0.282,15,1964-06-15
1964,7,-0.189,-0.204,-0.16,15,1964-07-15
1964,8,-0.273,-0.282,-0.256,15,1964-08-15
1964,9,-0.33,-0.326,-0.338,15,1964-09-15
1964,10,-0.392,-0.345,-0.485,15,1964-10-15
1964,11,-0.307,-0.273,-0.375,15,1964-11-15
1964,12,-0.397,-0.313,-0.565,15,1964-12-15
1965,1,-0.093,-0.0,-0.278,15,1965-01-15
1965,2,-0.392,-0.628,0.081,15,1965-02-15
1965,3,-0.234,-0.222,-0.258,15,1965-03-15
1965,4,-0.411,-0.436,-0.362,15,1965-04-15
1965,5,-0.228,-0.26,-0.164,15,1965-05-15
1965,6,-0.151,-0.293,0.133,15,1965-06-15
1965,7,-0.332,-0.277,-0.44,15,1965-07-15
1965,8,-0.208,-0.327,0.031,15,1965-08-15
1965,9,-0.248,-0.322,-0.098,15,1965-09-15
1965,10,-0.085,-0.048,-0.16,15,1965-10-15
1965,11,-0.147,-0.145,-0.15,15,1965-11-15
1965,12,-0.204,-0.24,-0.132,15,1965-12-15
1966,1,-0.325,-0.442,-0.089,15,1966-01-15
1966,2,-0.157,-0.112,-0.247,15,1966-02-15
1966,3,-0.173,-0.301,0.082,15,1966-03-15
1966,4,-0.278,-0.436,0.037,15,1966-04-15
1966,5,-0.221,-0.236,-0.189,15,1966-05-15
1966,6,0.036,0.008,0.093,15,1966-06-15
1966,7,-0.001,0.025,-0.052,15,1966-07-15
1966,8,-0.007,0.185,-0.39,15,1966-08-15
1966,9,-0.015,0.087,-0.22,15,1966-09-15
1966,10,-0.249,-0.212,-0.323,15,1966-10-15
1966,11,-0.12,-0.149,-0.061,15,1966-11-15
1966,12,-0.227,-0.231,-0.22,15,1966-12-15
1967,1,-0.307,-0.441,-0.038,15,1967-01-15
1967,2,-0.502,-0.637,-0.232,15,1967-02-15
1967,3,-0.073,0.048,-0.316,15,1967-03-15
1967,4,-0.059,-0.08,-0.018,15,1967-04-15
1967,5,0.172,0.199,0.119,15,1967-05-15
1967,6,-0.214,-0.195,-0.252,15,1967-06-15
1967,7,-0.078,-0.036,-0.163,15,1967-07-15
1967,8,-0.08,-0.045,-0.15,15,1967-08-15
1967,9,-0.098,-0.11,-0.075,15,1967-09-15
1967,10,0.332,0.461,0.075,15,1967-10-15
1967,11,0.05,0.108,-0.066,15,1967-11-15
1967,12,-0.044,0.011,-0.154,15,1967-12-15
1968,1,-0.358,-0.45,-0.174,15,1968-01-15
1968,2,-0.25,-0.267,-0.215,15,1968-02-15
1968,3,0.339,0.596,-0.176,15,1968-03-15
1968,4,-0.15,-0.067,-0.316,15,1968-04-15
1968,5,-0.281,-0.144,-0.555,15,1968-05-15
1968,6,-0.271,-0.263,-0.289,15,1968-06-15
1968,7,-0.234,-0.277,-0.148,15,1968-07-15
1968,8,-0.191,-0.227,-0.121,15,1968-08-15
1968,9,-0.22,-0.111,-0.438,15,1968-09-15
1968,10,-0.073,-0.139,0.057,15,1968-10-15
1968,11,-0.3,-0.452,0.004,15,1968-11-15
1968,12,-0.448,-0.571,-0.203,15,1968-12-15
1969,1,-0.519,-0.865,0.174,15,1969-01-15
1969,2,-0.68,-1.054,0.068,15,1969-02-15
1969,3,-0.363,-0.595,0.101,15,1969-03-15
1969,4,-0.038,-0.184,0.255,15,1969-04-15
1969,5,-0.003,-0.083,0.155,15,1969-05-15
1969,6,-0.076,-0.178,0.13,15,1969-06-15
1969,7,-0.015,-0.029,0.012,15,1969-07-15
1969,8,-0.035,-0.03,-0.044,15,1969-08-15
1969,9,-0.057,-0.069,-0.033,15,1969-09-15
1969,10,0.006,-0.013,0.044,15,1969-10-15
1969,11,0.151,0.175,0.103,15,1969-11-15
1969,12,0.345,0.451,0.133,15,1969-12-15
1970,1,-0.022,-0.108,0.15,15,1970-01-15
1970,2,0.265,0.283,0.227,15,1970-02-15
1970,3,-0.179,-0.338,0.139,15,1970-03-15
1970,4,-0.047,-0.145,0.15,15,1970-04-15
1970,5,-0.137,-0.144,-0.123,15,1970-05-15
1970,6,0.055,-0.016,0.195,15,1970-06-15
1970,7,-0.021,-0.041,0.019,15,1970-07-15
1970,8,-0.1,-0.066,-0.168,15,1970-08-15
1970,9,0.05,-0.039,0.226,15,1970-09-15
1970,10,-0.136,-0.289,0.17,15,1970-10-15
1970,11,-0.055,-0.02,-0.125,15,1970-11-15
1970,12,-0.314,-0.423,-0.095,15,1970-12-15
1971,1,-0.154,-0.148,-0.164,15,1971-01-15
1971,2,-0.371,-0.426,-0.262,15,1971-02-15
1971,3,-0.445,-0.576,-0.183,15,1971-03-15
1971,4,-0.322,-0.369,-0.228,15,1971-04-15
1971,5,-0.256,-0.203,-0.364,15,1971-05-15
1971,6,-0.282,-0.195,-0.454,15,1971-06-15
1971,7,-0.169,-0.201,-0.105,15,1971-07-15
1971,8,-0.093,-0.173,0.066,15,1971-08-15
1971,9,0.006,-0.008,0.035,15,1971-09-15
1971,10,-0.059,-0.047,-0.082,15,1971-10-15
1971,11,-0.068,0.107,-0.419,15,1971-11-15
1971,12,-0.096,-0.043,-0.202,15,1971-12-15
1972,1,-0.711,-0.928,-0.276,15,1972-01-15
1972,2,-0.626,-0.815,-0.248,15,1972-02-15
1972,3,-0.259,-0.209,-0.361,15,1972-03-15
1972,4,-0.193,-0.218,-0.141,15,1972-04-15
1972,5,-0.244,-0.356,-0.02,15,1972-05-15
1972,6,-0.073,-0.177,0.134,15,1972-06-15
1972,7,-0.105,-0.153,-0.009,15,1972-07-15
1972,8,-0.027,-0.128,0.175,15,1972-08-15
1972,9,-0.212,-0.417,0.196,15,1972-09-15
1972,10,-0.088,-0.095,-0.075,15,1972-10-15
1972,11,-0.276,-0.475,0.122,15,1972-11-15
1972,12,0.028,-0.207,0.5,15,1972-12-15
1973,1,0.171,0.065,0.381,15,1973-01-15
1973,2,0.428,0.54,0.205,15,1973-02-15
1973,3,0.32,0.305,0.35,15,1973-03-15
1973,4,0.281,0.267,0.311,15,1973-04-15
1973,5,0.172,0.121,0.275,15,1973-05-15
1973,6,0.254,0.209,0.342,15,1973-06-15
1973,7,0.09,0.071,0.128,15,1973-07-15
1973,8,0.037,0.081,-0.052,15,1973-08-15
1973,9,-0.012,-0.057,0.078,15,1973-09-15
1973,10,0.021,-0.039,0.14,15,1973-10-15
1973,11,-0.083,-0.092,-0.065,15,1973-11-15
1973,12,-0.103,0.011,-0.332,15,1973-12-15
1974,1,-0.38,-0.399,-0.341,15,1974-01-15
1974,2,-0.615,-0.682,-0.48,15,1974-02-15
1974,3,-0.162,-0.067,-0.352,15,1974-03-15
1974,4,-0.165,-0.068,-0.361,15,1974-04-15
1974,5,-0.214,-0.222,-0.198,15,1974-05-15
1974,6,-0.17,-0.165,-0.179,15,1974-06-15
1974,7,-0.078,-0.095,-0.044,15,1974-07-15
1974,8,-0.049,-0.081,0.015,15,1974-08-15
1974,9,-0.228,-0.166,-0.351,15,1974-09-15
