Year,Month,Global,NH,SH,Day,Date
2018,10,1.169,1.351,0.804,15,2018-10-15
2018,11,0.837,0.934,0.642,15,2018-11-15
2018,12,1.176,1.306,0.915,15,2018-12-15
2019,1,1.231,1.431,0.831,15,2019-01-15
2019,2,1.23,1.476,0.739,15,2019-02-15
2019,3,1.658,2.083,0.809,15,2019-03-15
2019,4,1.418,1.706,0.841,15,2019-04-15
2019,5,0.968,1.097,0.71,15,2019-05-15
2019,6,1.182,1.426,0.695,15,2019-06-15
2019,7,1.004,1.063,0.886,15,2019-07-15
2019,8,0.982,1.16,0.626,15,2019-08-15
2019,9,1.103,1.364,0.583,15,2019-09-15
2019,10,1.297,1.497,0.895,15,2019-10-15
2019,11,1.186,1.232,1.092,15,2019-11-15
2019,12,1.618,1.875,1.104,15,2019-12-15
